Distance (m),Slope (deg)
2250,0.845314667
2260,0.840811333
2270,0.836514
2280,0.869054667
2290,0.873725333
2300,0.871823333
2310,0.881686667
2320,0.861970667
2330,0.833323333
2340,0.854691333
2350,0.781905333
2360,0.731341333
2370,0.670886667
2380,0.664256
2390,0.66434
2400,0.648928667
2410,0.651204
2420,0.624542667
2430,0.596063333
2440,0.572194
2450,0.563532667
2460,0.573954667
2470,0.579601333
2480,0.576038667
2490,0.567564667
2500,0.590432
2510,0.606469333
2520,0.615652667
2530,0.582981333
2540,0.565134
2550,0.575876667
2560,0.592035333
2570,0.599022
2580,0.568564
2590,0.574378667
2600,0.605329333
2610,0.573471333
2620,0.571002667
2630,0.59097
2640,0.5898
2650,0.607445333
2660,0.608269333
2670,0.595042667
2680,0.597440667
2690,0.653350667
2700,0.598913333
2710,0.59819
2720,0.609745333
2730,0.621211333
2740,0.606158
2750,0.603833333
2760,0.627808
2770,0.624134
2780,0.585753333
2790,0.586124
2800,0.547511333
2810,0.54522
2820,0.623512
2830,0.591385333
2840,0.565818
2850,0.593039333
2860,0.623700667
2870,0.616410667
2880,0.624332667
2890,0.623451333
2900,0.606580667
2910,0.600726667
2920,0.628504667
2930,0.652222
2940,0.65133
2950,0.654372667
2960,0.645322
2970,0.573299333
2980,0.588512
2990,0.572978
3000,0.573774667
3010,0.527747333
3020,0.635727333
3030,0.637310667
3040,0.643408
3050,0.630048
3060,0.662875333
3070,0.682788
3080,0.732998667
3090,0.732138
3100,0.774056
3110,0.811075333
3120,0.788552667
3130,0.809792667
3140,0.823398
3150,0.848028
3160,0.884974667
3170,0.754291333
3180,0.747986667
3190,0.738319333
3200,0.796388
3210,0.784907333
3220,0.794369333
3230,0.803264667
3240,0.829186
3250,0.812336
3260,0.809269333
3270,0.788370667
3280,0.810276667
3290,0.800027333
3300,0.833464667
3310,0.792943333
3320,0.838216667
3330,0.895484
3340,0.963190667
3350,0.988998667
3360,1.008515333
3370,0.97286
3380,0.921660667
3390,0.920540667
3400,0.943831333
3410,0.900984
3420,0.966554
3430,0.924363333
3440,0.960464
3450,0.936654
3460,0.995246
3470,0.970959333
3480,0.984566
3490,0.925504
3500,0.906246667
3510,0.902718667
3520,0.958062667
3530,0.924432
3540,0.922355333
3550,0.930850667
3560,1.008438
3570,0.988519333
3580,0.985453333
3590,0.958077333
3600,0.968866
3610,1.018608
3620,1.072456667
3630,1.066605333
3640,1.031197333
3650,1.029744667
3660,1.069156
3670,1.09819
3680,1.209936
3690,1.209593333
3700,1.22695
3710,1.263518667
3720,1.373243333
3730,1.533913333
3740,1.535743333
3750,1.567416
3760,1.658088667
3770,1.75254
3780,1.708644
3790,1.837412667
3800,1.881642
3810,1.906598667
3820,2.018692
3830,2.054497333
3840,2.007212667
3850,2.166310667
3860,2.161656
3870,2.112322667
3880,2.007699333
3890,2.227079333
3900,2.209560667
3910,2.068780667
3920,2.073702
3930,2.114031333
3940,2.360123333
3950,2.405058667
3960,2.322870667
3970,2.207456
3980,2.268991333
3990,2.446978
4000,2.250248667
4010,2.4791
4020,2.87331
4030,3.006017333
4040,3.047514
4050,3.226293333
4060,3.190036
4070,3.144388
4080,3.288142
4090,3.408140667
4100,3.439920667
4110,3.42146
4120,3.628570667
4130,3.526246
4140,3.680678
4150,3.777474
4160,3.555640667
4170,3.342503333
4180,3.269930667
4190,3.22891
4200,3.076271333
4210,3.112043333
4220,3.067670667
4230,2.931252
4240,2.585745333
4250,2.550146667
4260,2.660047333
4270,2.564207333
4280,2.530221333
4290,2.427404667
4300,2.516036667
4310,2.525828667
4320,2.419046
4330,2.438474
4340,2.291427333
4350,2.310341333
4360,2.388572667
4370,2.37079
4380,2.340786667
4390,2.282874
4400,2.184363333
4410,2.127577333
4420,1.967491333
4430,1.942374
4440,1.771954667
4450,1.590504667
4460,1.502946667
4470,1.373214667
4480,1.290712
4490,1.245528
4500,1.170554
4510,1.092424667
4520,1.101203333
4530,1.130554
4540,1.143568
4550,1.203424
4560,1.273592
4570,1.408214
4580,1.516546
4590,1.561671333
4600,1.61813
4610,1.67632
4620,1.765595333
4630,1.871346667
4640,1.938223333
4650,2.002349333
4660,2.073061333
4670,2.109475333
4680,2.207520667
4690,2.208676
4700,2.235934
4710,2.217126
4720,2.060522
4730,1.984609333
4740,1.950892667
4750,1.909496
4760,1.861452
4770,1.815978
4780,1.736066667
4790,1.700644667
4800,1.669928667
4810,1.616405333
4820,1.559832667
4830,1.444430667
4840,1.397864667
4850,1.299519333
4860,1.242981333
4870,1.336574667
4880,1.37426
4890,1.462266667
4900,1.522686667
4910,1.538832667
4920,1.529316
4930,1.492181333
4940,1.429706
4950,1.375344667
4960,1.303631333
4970,1.265546667
4980,1.196609333
4990,1.168295333
5000,1.155464
5010,1.099959333
5020,0.966197333
5030,0.8557
5040,0.717115333
5050,0.604640667
5060,0.544896
5070,0.496367333
5080,0.471354
5090,0.475006667
5100,0.461066667
5110,0.459452
5120,0.470882
5130,0.498187333
5140,0.508142
5150,0.505191333
5160,0.525361333
5170,0.565650667
5180,0.573943333
5190,0.582119333
5200,0.589392667
5210,0.604440667
5220,0.619632667
5230,0.617698
5240,0.62301
5250,0.629131333
5260,0.628726667
5270,0.630939333
5280,0.624647333
5290,0.625104667
5300,0.625220667
5310,0.623374667
5320,0.613632
5330,0.619294
5340,0.620874
5350,0.608397333
5360,0.609130667
5370,0.575593333
5380,0.571615333
5390,0.567854
5400,0.577522667
5410,0.581053333
5420,0.577301333
5430,0.576858667
5440,0.568032667
5450,0.559084667
5460,0.549362667
5470,0.523264667
5480,0.536364667
5490,0.537460667
5500,0.521925333
5510,0.500123333
5520,0.512017333
5530,0.511501333
5540,0.545906
5550,0.527477333
5560,0.522242667
5570,0.519070667
5580,0.529342
5590,0.533266667
5600,0.535272667
5610,0.538666667
5620,0.578770667
5630,0.589857333
5640,0.612072
5650,0.657723333
5660,0.721806667
5670,0.851518
5680,0.907534667
5690,1.010136667
5700,1.267634
5710,1.319267333
5720,1.380342667
5730,1.436554
5740,1.434894
5750,1.495859333
5760,1.525896667
5770,1.575576667
5780,1.645394
5790,1.700598
5800,1.738424667
5810,1.718344
5820,1.626757333
5830,1.593864
5840,1.505647333
5850,1.289666667
5860,1.261619333
5870,1.229493333
5880,1.185486667
5890,1.191312
5900,1.175524
5910,1.151866667
5920,1.12139
5930,1.108632
5940,1.203314
5950,1.285424
5960,1.361216667
5970,1.417053333
5980,1.463540667
5990,1.481841333
6000,1.563279333
6010,1.624396
6020,1.735729333
6030,1.915489333
6040,2.140630667
6050,2.919772
6060,4.038583333
6070,4.869029333
6080,5.690170667
6090,5.689202
6100,5.657522667
6110,5.562821333
6120,5.606931333
6130,5.799402667
6140,5.850998
6150,5.911188667
6160,5.911134667
6170,5.887368
6180,5.736356667
6190,5.581285333
6200,4.820006667
6210,3.799872
6220,3.109227333
6230,2.459613333
6240,2.345002667
6250,2.406586
6260,2.374153333
6270,2.238778667
6280,2.002668667
6290,1.913828667
6300,1.791778
6310,1.777876
6320,1.694666667
6330,1.727698
6340,1.795535333
6350,1.844673333
6360,1.820581333
6370,1.718947133
6380,1.564966067
6390,1.610114067
6400,1.620286733
6410,1.783520733
6420,1.807074733
6430,1.819308067
6440,1.858598733
6450,1.866426733
6460,1.865120067
6470,1.850488733
6480,1.881424733
6490,1.803310067
6500,1.744118733
6510,1.696284067
6520,1.6431936
6530,1.610922667
6540,1.550256
6550,1.424544
6560,1.340414
6570,1.367726667
6580,1.383878667
6590,1.368888667
6600,1.368767333
6610,1.364017333
6620,1.41684
6630,1.404574
6640,1.432336667
6650,1.459719333
6660,1.517238667
6670,1.577450667
6680,1.593444667
6690,1.622397333
6700,1.619504
6710,1.630043333
6720,2.055038667
6730,2.386274
6740,2.889702
6750,2.858150667
6760,2.875424
6770,2.865211333
6780,2.790420667
6790,2.732907333
6800,2.683552667
6810,2.648974
6820,2.594567333
6830,2.568191333
6840,2.589904667
6850,2.589182
6860,2.600688667
6870,2.183477333
6880,1.843322
6890,1.295896
6900,1.297554667
6910,1.266674
6920,1.224026
6930,1.232702
6940,1.215322667
6950,1.240706667
6960,1.238169333
6970,1.276356
6980,1.258560667
6990,1.228934667
7000,1.221259333
7010,1.161378667
7020,1.184880667
7030,1.210704
7040,1.250549333
7050,1.265102
7060,1.299314667
7070,1.361651333
7080,1.39194
7090,1.4067
7100,1.39948
7110,1.468071333
7120,1.46899
7130,1.512419333
7140,1.513919333
7150,1.54052
7160,1.568554
7170,1.545328667
7180,1.538292667
7190,1.503614667
7200,1.514650667
7210,1.483658667
7220,1.473516
7230,1.453400667
7240,1.445497333
7250,1.458716667
7260,1.401553333
7270,1.354437333
7280,1.369695333
7290,1.370147333
7300,1.322432
7310,1.385336
7320,1.42833
7330,1.409939333
7340,1.437709333
7350,1.430452667
7360,1.476704667
7370,1.440317333
7380,1.451810667
7390,1.449674
7400,1.461212667
7410,1.467494667
7420,1.511136
7430,1.463907333
7440,1.443577333
7450,1.552716667
7460,1.521055333
7470,1.448348667
7480,1.432999333
7490,1.377446667
7500,1.398704
7510,1.502649333
7520,1.534349333
7530,1.464379333
7540,1.46402
7550,1.440332667
7560,1.476882
7570,1.529688667
7580,1.739012667
7590,2.404307333
7600,2.898253333
7610,3.329151333
7620,3.776016667
7630,4.551989333
7640,5.259282667
7650,6.036586667
7660,5.943547333
7670,6.068416
7680,6.230056667
7690,6.276099333
7700,6.291588667
7710,6.247150667
7720,6.173607333
7730,5.975642667
7740,5.521263333
7750,5.115286667
7760,4.667612
7770,4.295482
7780,3.558072667
7790,2.935946667
7800,2.159327333
7810,2.167300667
7820,2.113651333
7830,2.084573333
7840,2.13356
7850,2.204272667
7860,2.637253333
7870,3.054925333
7880,3.207564
7890,3.056526
7900,2.925010667
7910,2.907287333
7920,2.875964667
7930,2.800287333
7940,2.719066667
7950,2.647132
7960,2.521076667
7970,2.45
7980,2.314142667
7990,2.158548
8000,2.020214667
8010,1.494564667
8020,0.996018667
8030,0.756749333
8040,0.653826667
8050,0.566803333
8060,0.501798
8070,0.402788667
8080,0.392232
8090,0.36874
8100,0.376712667
8110,0.379662667
8120,0.294161333
8130,0.291572667
8140,0.306113333
8150,0.280303333
8160,0.336176
8170,0.332248
8180,0.351595333
8190,0.334016667
8200,0.305879333
8210,0.32021
8220,0.331188
8230,0.334424
8240,0.336766667
8250,0.341132667
8260,0.361649333
8270,0.404761333
8280,0.411319333
8290,0.418586667
8300,0.441985333
8310,0.395429333
8320,0.418943333
8330,0.413081333
8340,0.410860667
8350,0.413422667
8360,0.420545333
8370,0.413245333
8380,0.41378
8390,0.430514
8400,0.410350667
8410,0.38779
8420,0.355659333
8430,0.359326
8440,0.345185333
8450,0.362915333
8460,0.356261333
8470,0.338636
8480,0.385407333
8490,0.399964
8500,0.42904
8510,0.398828667
8520,0.401745333
8530,0.40145
8540,0.385581333
8550,0.375710667
8560,0.380088
8570,0.385734
8580,0.389362
8590,0.416341333
8600,0.403812
8610,0.437792
8620,0.496408667
8630,0.459645333
8640,0.457538667
8650,0.489522667
8660,0.5151
8670,0.531886
8680,0.549815333
8690,0.569724667
8700,0.592852
8710,0.622673333
8720,0.655028667
8730,0.704034667
8740,0.742261333
8750,0.785789333
8760,0.826228
8770,0.854282667
8780,0.938156667
8790,1.022440667
8800,1.065912
8810,1.074367333
8820,1.096712667
8830,1.107768
8840,1.135596667
8850,1.166286667
8860,1.178319333
8870,1.186775333
8880,1.178176
8890,1.205481333
8900,1.30278
8910,1.422304
8920,1.498556
8930,1.545222667
8940,1.525518
8950,1.508127333
8960,1.583223333
8970,1.627654
8980,1.658242667
8990,1.716754667
9000,1.782478
9010,1.803629333
9020,1.804092
9030,1.827101333
9040,1.807120667
9050,1.763829333
9060,1.680812
9070,1.623501333
9080,1.643324667
9090,1.774024
9100,1.967418
9110,2.043014
9120,2.087504667
9130,2.146064667
9140,2.178492667
9150,2.132087333
9160,2.118959333
9170,2.05496
9180,2.044104
9190,2.03119
9200,1.978270667
9210,1.917688667
9220,1.851389333
9230,1.766164
9240,1.626128
9250,1.415326667
9260,1.264578667
9270,1.191916667
9280,1.147244
9290,1.003202667
9300,0.96416
9310,0.940881333
9320,1.024966
9330,0.999522
9340,1.02605
9350,0.996232667
9360,0.974994667
9370,1.00209
9380,0.969002
9390,0.933160667
9400,0.919634667
9410,0.902838
9420,0.902188
9430,0.850876
9440,0.89242
9450,0.87016
9460,0.880946
9470,0.801733333
9480,0.812968
9490,0.752740667
9500,0.715808667
9510,0.696304667
9520,0.641649333
9530,0.606878
9540,0.594806667
9550,0.579788
9560,0.604750667
9570,0.578090667
9580,0.594217333
9590,0.567688
9600,0.577370667
9610,0.654697333
9620,0.663091333
9630,0.621319333
9640,0.656070667
9650,0.678460667
9660,0.667502667
9670,0.716675333
9680,0.869815543
9690,1.085003435
9700,1.258734646
9710,1.354337403
9720,1.367304431
9730,1.372018046
9740,1.499397016
9750,1.549631237
9760,1.489457328
9770,1.554552461
9780,1.60780522
9790,1.533098553
9800,1.565901411
9810,1.642873575
9820,1.658478041
9830,1.55721459
9840,1.406140323
9850,1.322297966
9860,1.322298221
9870,1.38058173
9880,1.428768495
9890,1.377882928
9900,1.380565739
9910,1.388655754
9920,1.38444531
9930,1.387946581
9940,1.465444495
9950,1.480887824
9960,1.476332219
9970,1.467176271
9980,1.467484662
9990,1.450247935
10000,1.393196782
10010,1.338232206
10020,1.312343525
10030,1.294111108
10040,1.291660043
10050,1.304752591
10060,1.329246754
10070,1.353185734
10080,1.376377236
10090,1.402947435
10100,1.430161085
10110,1.460807591
10120,1.502874006
10130,1.554311163
10140,1.610063116
10150,1.666089969
10160,1.724378458
10170,1.780074565
10180,1.827506697
10190,1.864503371
10200,1.889699859
10210,1.901211813
10220,1.912104491
10230,1.917233295
10240,1.918144996
10250,1.907705192
10260,1.882083511
10270,1.845775355
10280,1.804153456
10290,1.762353414
10300,1.725868267
10310,1.685733992
10320,1.646750838
10330,1.609951996
10340,1.571430785
10350,1.535805444
10360,1.505463863
10370,1.484942429
10380,1.478355952
10390,1.483306432
10400,1.501613915
10410,1.534493814
10420,1.569811115
10430,1.605555223
10440,1.634513757
10450,1.657711656
10460,1.681398153
10470,1.706824701
10480,1.731103466
10490,1.754386067
10500,1.768343269
10510,1.775812091
10520,1.77244972
10530,1.757624598
10540,1.738315678
10550,1.716238354
10560,1.685198463
10570,1.64517818
10580,1.59642131
10590,1.545599578
10600,1.492691735
10610,1.438596708
10620,1.387176283
10630,1.341333589
10640,1.300018596
10650,1.267300338
10660,1.238461101
10670,1.211808628
10680,1.194958227
10690,1.18302956
10700,1.174342513
10710,1.179779854
10720,1.194560577
10730,1.214433875
10740,1.235638668
10750,1.253996536
10760,1.272354397
10770,1.294426894
10780,1.323897404
10790,1.363806279
10800,1.419096083
10810,1.501724772
10820,1.611355692
10830,1.734156178
10840,1.876637036
10850,2.029516392
10860,2.179818426
10870,2.332014589
10880,2.47827778
10890,2.617099682
10900,2.754041557
10910,2.879919728
10920,2.994736353
10930,3.09754618
10940,3.190316322
10950,3.273813026
10960,3.333636294
10970,3.367504609
10980,3.37844417
10990,3.358435069
11000,3.311896529
11010,3.23414306
11020,3.125133879
11030,3.00096113
11040,2.858526135
11050,2.710874114
11060,2.572299547
11070,2.434791504
11080,2.299288528
11090,2.170545224
11100,2.043681936
11110,1.921302411
11120,1.798957773
11130,1.680356566
11140,1.565265847
11150,1.454734795
11160,1.363866642
11170,1.292980929
11180,1.236681058
11190,1.199312322
11200,1.168578751
11210,1.140074655
11220,1.112758384
11230,1.081431561
11240,1.042450181
11250,0.992385591
11260,0.935003477
11270,0.879144
11280,0.823537345
11290,0.766283014
11300,0.711632417
11310,0.656981813
11320,0.60675844
11330,0.562206009
11340,0.526495302
11350,0.498333986
11360,0.471347583
11370,0.44837172
11380,0.433890161
11390,0.426589933
11400,0.428724764
11410,0.43369334
11420,0.438891937
11430,0.445843205
11440,0.457278243
11450,0.474949716
11460,0.497334971
11470,0.519720699
11480,0.544942048
11490,0.572663542
11500,0.600385036
11510,0.629859194
11520,0.659333352
11530,0.684323751
11540,0.702132817
11550,0.712622506
11560,0.72169408
11570,0.729347534
11580,0.732517228
11590,0.735686922
11600,0.73686075
11610,0.737561362
11620,0.742272049
11630,0.748157658
11640,0.752382879
11650,0.753437311
11660,0.74825532
11670,0.740237237
11680,0.732219155
11690,0.725954674
11700,0.721108317
11710,0.714509296
11720,0.707910275
11730,0.705795013
11740,0.706850539
11750,0.712633027
11760,0.72007684
11770,0.72634636
11780,0.733089107
11790,0.73498156
11800,0.734721294
11810,0.73351612
11820,0.734202129
11830,0.734048382
11840,0.731301277
11850,0.730306837
11860,0.736910417
11870,0.749359352
11880,0.76389437
11890,0.776116846
11900,0.787549429
11910,0.80582789
11920,0.825859012
11930,0.845416908
11940,0.870661323
11950,0.896272276
11960,0.928486192
11970,0.96281931
11980,0.993508414
11990,1.025037266
12000,1.058718838
12010,1.091983722
12020,1.120348159
12030,1.147466268
12040,1.173726133
12050,1.193121342
12060,1.201577982
12070,1.205502238
12080,1.200494244
12090,1.188698281
12100,1.17651729
12110,1.157963641
12120,1.137657335
12130,1.121834803
12140,1.105176056
12150,1.087677561
12160,1.065328769
12170,1.040860775
12180,1.015553025
12190,0.990245275
12200,0.968108314
12210,0.948645919
12220,0.926534577
12230,0.905334397
12240,0.886075415
12250,0.867674674
12260,0.849883382
12270,0.828186694
12280,0.812704783
12290,0.8066795
12300,0.802740298
12310,0.801002441
12320,0.803517389
12330,0.806275535
12340,0.809506892
12350,0.814573056
12360,0.819639217
12370,0.827297796
12380,0.838966919
12390,0.850636042
12400,0.858294621
12410,0.851832234
12420,0.848435482
12430,0.83882395
12440,0.823762799
12450,0.806615567
12460,0.788106742
12470,0.767937531
12480,0.747525122
12490,0.726639502
12500,0.703919075
12510,0.681198651
12520,0.659896352
12530,0.638594053
12540,0.617291755
12550,0.6
12560,0.6
12570,0.6
12580,0.6
12590,0.6
12600,0.6
12610,0.6
12620,0.6
12630,0.6
12640,0.6
12650,0.6
12660,0.6
12670,0.6
12680,0.6
12690,0.6
12700,0.6
12710,0.6
12720,0.6
12730,0.6
12740,0.6
12750,0.6
12760,0.6
12770,0.6
12780,0.6
12790,0.6
12800,0.6
12810,0.6
12820,0.6
12830,0.6
12840,0.6
12850,0.6
12860,0.6
12870,0.6
12880,0.6
12890,0.6
12900,0.6
12910,0.6
12920,0.6
12930,0.6
12940,0.6
12950,0.6
12960,0.6
12970,0.6
12980,0.6
12990,0.6
13000,0.6
13010,0.6
13020,0.6
13030,0.6
13040,0.6
13050,0.6
13060,0.6
13070,0.6
13080,0.6
13090,0.6
13100,0.6
13110,0.6
13120,0.6
13130,0.6
13140,0.6
13150,0.6
13160,0.6
13170,0.6
13180,0.6
13190,0.6
13200,0.6
13210,0.6
13220,0.6
13230,0.6
13240,0.6
13250,0.6
13260,0.6
13270,0.6
13280,0.6
13290,0.6
13300,0.6
13310,0.6
13320,0.6
13330,0.56
13340,0.52
13350,0.48
13360,0.44
13370,0.4
13380,0.36
13390,0.28
13400,0
13410,0
13420,0
13430,0
13440,0
13450,0
